platform,id,key,name,rating,user_numbers,creator,last_updated
chrome,hhfmbddbehghealdbjgahpoinkdbglid,hay-day-hack-free-diamond,Hay Day Hack - Free Diamonds Coins Instantly,1.0,132,arulrajnellai,2020-11-27 00:00:00
chrome,pagabgmomnicmcbfmkellnfbacnghilg,simcity-mod-apk»-100%-unl,SimCity Mod Apk» [100% Unlimited Money/Coins],5.0,157,bishnusahu184,2020-12-12 00:00:00
chrome,eoagnafocoghmnpapgfidjhgimemhihj,simpleswap-crypto-exchang,SimpleSwap Crypto Exchange,0.0,18,coingalaxynet,2020-06-12 00:00:00
chrome,kekcilgkmclepefpknjmonlkoopholaf,lucky-tab-make-money,Lucky Tab: Make Money,5.0,36,Lucky Technology Corporation,2020-11-28 00:00:00
chrome,ofdpcccdenalkclfgbnjpoohmdnamcka,8-ball-pool-hack-unlimite,8 Ball Pool Hack - Unlimited Cash and Coins,0.0,22,arulrajnellai,2020-12-06 00:00:00
chrome,doehlkonfoegpdopnmpkgkmjfkkebhbg,dino-hunter-mod-apk-100%,"Dino Hunter Mod APK [100% Money, Mod, Coins]",0.0,17,bishnusahuji2019,2020-10-09 00:00:00
chrome,gbajhanpiiglanbdfanfkabgfnpdeafc,bitmex-pnl-dashboard,BitMEX PNL Dashboard,0.0,4,pnlcrypto,2020-07-05 00:00:00
chrome,kjiollcjmlopefpofmkgokkholfgnncd,farmville-2-tropic-escape,FarmVille 2 Tropic Escape Apk Mod Money ,0.0,0,Apk Mod,2020-12-14 00:00:00
chrome,eenhmcnaaeelacngaaomaimnimpclocl,coin-master-daily-free-sp,Coin Master Daily Free Spin Link,0.0,4,Suraj JD,2020-12-14 00:00:00
chrome,acpiodlfenhddlhbdignnkmdknjfpmop,jewel-luxury-cash-back-sh,Jewel Luxury Cash Back Shopping,4.785714285714286,"9,000",Jewel,2020-11-22 00:00:00
chrome,pdknmigbbbhmllnmgdfalmedcmcefdfn,etheraddresslookup,EtherAddressLookup,4.555555555555555,"60,000",Harry,2020-09-04 00:00:00
chrome,chohglfmmlfhnkloampcdmnnhnhegbfg,bitbns-extension,Bitbns Extension,4.230769230769231,"1,000",Bitbns,2020-10-28 00:00:00
chrome,ieafcflodgfbcjeggikhlnckkfkhbmln,make-crypto-easier,Make Crypto Easier,0.0,0,Louis Mzk,2020-03-25 00:00:00
